Corner column(o/p),Outer column(o/p),Inner Column(o/p),Beam(o/p),Span(i/p),Storey(i/p),Area(sqm)(i/p)
300X300,300X300,300X320,250X250,3,2,342
300X300,300X300,300X310,250X250,3,2,342
300X300,300X300,300X300,250X250,3,2,342
300x350,300x400,300x450,250x350,4,2,384
300x350,300X390,300X440,250X350,4,2,384
300x350,300X380,300X430,250X350,4,2,384
300x350,300X370,300X420,250x350,4,2,384
300x350,300X360,300X410,250X350,4,2,384
300x350,300X350,300X400,250X350,4,2,384
300x350,300X350,300X390,250x350,4,2,384
300x350,300X350,300X380,250X350,4,2,384
300x350,300X350,300X370,250X350,4,2,384
300x350,300X350,300X360,250x350,4,2,384
300x350,300X350,300X350,250X350,4,2,384
300X340,300X340,300X340,250X350,4,2,384
300X330,300X330,300X330,250x350,4,2,384
300X320,300X320,300X320,250X350,4,2,384
300X310,300X310,300X310,250X350,4,2,384
300X300,300X300,300X300,250x350,4,2,384
